codigo,frente,categoria,concepto,proveedor,escenario,unidad,cantidad,costo_unitario,presupuesto,comprometido,pagado,ingreso_proyectado,ingreso_real,responsable,estado,ultima_actualizacion
FF26-MKT-001,marketing-comunicacion,pauta-social,pauta pagada en redes sociales,plataformas sociales,base,USD,1,4000,4000,0,0,0,0,responsable de medios pagados,aprobado,2026-08-24
