id,pagina,page_id,fecha_hora_guayaquil,fecha_guayaquil,evento,fase,formato,interacciones_publicas,reacciones,comentarios,compartidos,temas,tiene_url,tiene_telefono,tiene_precio,tiene_fecha,tiene_cta,longitud_texto,texto_normalizado,mensaje,permalink
729780340226059_122114991693017479,Finados Mushuc Runa ,729780340226059,2025-11-18T20:00:53-05:00,2025-11-18,finados-2025,postevento,added_video,259,239,2,18,artistas-musica|cultura-identidad,False,False,False,False,False,234,"qué show hebert vargas hizo vibrar a miles en el mega escenario así se vivió su show, y por supuesto, se llevó la hebert vargaschacana de oro y nuestro poncho rojo mushuc runa. finadosmushucruna finados2025 latradiciónnosune","¡𝐐𝐮𝐞́ 𝐬𝐡𝐨𝐰! 𝐇𝐞𝐛𝐞𝐫𝐭 𝐕𝐚𝐫𝐠𝐚𝐬 hizo vibrar a miles en el mega escenario 🎶🔥 Así se vivió su show, y por supuesto, se llevó la 𝐇𝐞𝐛𝐞𝐫𝐭 𝐕𝐚𝐫𝐠𝐚𝐬𝐂𝐡𝐚𝐜𝐚𝐧𝐚 𝐝𝐞 𝐎𝐫𝐨 𝐲 𝐧𝐮𝐞𝐬𝐭𝐫𝐨 𝐏𝐨𝐧𝐜𝐡𝐨 𝐑𝐨𝐣𝐨 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚.  #FinadosMushucRuna #Finados2025 #LaTradiciónNosUne",https://www.facebook.com/reel/1774280983230692/
729780340226059_122113978293017479,Finados Mushuc Runa ,729780340226059,2025-11-11T07:49:36-05:00,2025-11-11,finados-2025,postevento,added_video,79,74,4,1,acceso-servicio,False,False,False,False,False,155,los nuevos parqueaderos funcionaron de manera espectacular en la 5ta feria de finados mushuc runa 2025. se viene la expoferia nacional mushuc runa.,🅿️🚦Los nuevos parqueaderos funcionaron de manera espectacular en la 5ta Feria de Finados Mushuc Runa 2025. 🎡🥳 Se viene la Expoferia Nacional Mushuc Runa. ⏳,https://www.facebook.com/reel/1619900875641124/
729780340226059_122113576725017479,Finados Mushuc Runa ,729780340226059,2025-11-08T13:26:22-05:00,2025-11-08,finados-2025,postevento,added_photos,418,108,302,8,sin-tema-detectado,True,False,False,False,False,327,se viene... la expo feria nacional mushuc runa 2026 completa el formulario y juntos armemos una edición que rompa esquemas. expoferianacionalmushucruna túhaceslaferia,🎶 🤩 Se viene... La Expo Feria Nacional Mushuc Runa 2026 🎡👏🏻 Completa el formulario y juntos armemos una edición que rompa esquemas. 🔝🔥  👉      https://docs.google.com/forms/d/e/1FAIpQLSe31a6RfBBBrAkyydS7i5ukX_fF9hVraP0Gzg7lkhc5gW1ssg/viewform?usp=sharing&ouid=106780714309562540610  #ExpoferiaNacionalMushucRuna #TúHacesLaFeria,https://www.facebook.com/122142325251017479/posts/122113576725017479
729780340226059_122113573677017479,Finados Mushuc Runa ,729780340226059,2025-11-08T12:41:39-05:00,2025-11-08,finados-2025,postevento,added_video,43,39,0,4,expositores-negocios|cultura-identidad|comunidad-prueba,False,False,False,False,False,291,"gracias a nuestros más de 500 expositores su compromiso y esfuerzo hicieron que finados mushuc runa 2025 se viva con alegría, tradición y oportunidades para todos. juntos, hacemos que cada edición sea más grande y más nuestra. finadosmushucruna finados2025 latradiciónnosune","🌟 Gracias a nuestros 𝐦𝐚́𝐬 𝐝𝐞 𝟓𝟎𝟎 𝐞𝐱𝐩𝐨𝐬𝐢𝐭𝐨𝐫𝐞𝐬  Su compromiso y esfuerzo hicieron que 𝐅𝐢𝐧𝐚𝐝𝐨𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 𝟐𝟎𝟐𝟓 se viva con alegría, tradición y oportunidades para todos. 🎡🇪🇨   𝐉𝐮𝐧𝐭𝐨𝐬, 𝐡𝐚𝐜𝐞𝐦𝐨𝐬 𝐪𝐮𝐞 𝐜𝐚𝐝𝐚 𝐞𝐝𝐢𝐜𝐢𝐨́𝐧 𝐬𝐞𝐚 𝐦𝐚́𝐬 𝐠𝐫𝐚𝐧𝐝𝐞 𝐲 𝐦𝐚́𝐬 𝐧𝐮𝐞𝐬𝐭𝐫𝐚.  #FinadosMushucRuna #Finados2025 #LaTradiciónNosUne",https://www.facebook.com/reel/1859920522070181/
729780340226059_122113567377017479,Finados Mushuc Runa ,729780340226059,2025-11-08T11:36:07-05:00,2025-11-08,finados-2025,postevento,added_photos,19,15,0,4,cultura-identidad|comunidad-prueba|patrocinio-alianzas,False,False,False,False,False,242,"ellos también fueron parte del éxito. gracias a nuestros auspiciantes por su apoyo en finados mushuc runa 2025. juntos, hacemos que cada edición sea más grande y más nuestra. finadosmushucruna latradicióncobravida finados2025","🤝 𝐄𝐥𝐥𝐨𝐬 𝐭𝐚𝐦𝐛𝐢𝐞́𝐧 𝐟𝐮𝐞𝐫𝐨𝐧 𝐩𝐚𝐫𝐭𝐞 𝐝𝐞𝐥 𝐞́𝐱𝐢𝐭𝐨. 🔝👏🏻 Gracias a nuestros 𝐚𝐮𝐬𝐩𝐢𝐜𝐢𝐚𝐧𝐭𝐞𝐬 por su apoyo en 𝐅𝐢𝐧𝐚𝐝𝐨𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 𝟐𝟎𝟐𝟓. 🎡🇪🇨  Juntos, hacemos que cada edición sea más grande y más nuestra.  #FinadosMushucRuna #LaTradiciónCobraVida #Finados2025",https://www.facebook.com/122142325251017479/posts/122113567377017479
729780340226059_122113550979017479,Finados Mushuc Runa ,729780340226059,2025-11-08T09:07:15-05:00,2025-11-08,finados-2025,postevento,mobile_status_update,23,23,0,0,cultura-identidad|comunidad-prueba,False,False,False,False,False,190,franco rojas luciendo con orgullo nuestro poncho rojo de mushuc runa y la chacana gracias por hacer vibrar a todos con tu talento. finadosmushucruna finados2025 latradiciónnosune,🇪🇨🔥 Franco Rojas luciendo con orgullo nuestro poncho rojo de Mushuc Runa y la Chacana❤️ Gracias por hacer vibrar a todos con tu talento. 🎶  #FinadosMushucRuna #Finados2025 #LaTradiciónNosUne,https://www.facebook.com/122142325251017479/posts/122113550979017479
729780340226059_122113291221017479,Finados Mushuc Runa ,729780340226059,2025-11-06T12:01:46-05:00,2025-11-06,finados-2025,postevento,mobile_status_update,73,67,3,3,cultura-identidad|comunidad-prueba,False,False,False,False,False,295,"qué honor ver a hebert vargas luciendo con orgullo nuestro poncho rojo de mushuc runa y la chacana, símbolo de unión y trabajo gracias por llevar un pedacito de nuestra cultura en tu corazón y por hacer vibrar a todos con tu talento. finadosmushucruna finados2025 latradiciónnosune","🇪🇨🔥 Qué honor ver a Hebert Vargas luciendo con orgullo nuestro poncho rojo de Mushuc Runa y la Chacana, símbolo de unión y trabajo ❤️  Gracias por llevar un pedacito de nuestra cultura en tu corazón y por hacer vibrar a todos con tu talento. 🎶  #FinadosMushucRuna #Finados2025 #LaTradiciónNosUne",https://www.facebook.com/122142325251017479/posts/122113291221017479
729780340226059_122113289577017479,Finados Mushuc Runa ,729780340226059,2025-11-06T11:54:13-05:00,2025-11-06,finados-2025,postevento,mobile_status_update,22,21,0,1,artistas-musica|experiencias-atractivos|cultura-identidad,False,False,False,False,False,299,seguimos viviendo la magia de finados mushuc runa 2025 jayac ecuador puso el corazón en uno de nuestros escenarios laluna y nos regaló un show inolvidable. revive los mejores momentos con quienes hicieron vibrar al público finadosmushucruna momentosinolvidables latradicióncobravida,🎶 Seguimos viviendo la magia de Finados Mushuc Runa 2025 🔝🇪🇨👏🏻 JAYAC Ecuador puso el corazón en uno de nuestros escenarios #LaLuna y nos regaló un show inolvidable.   Revive los mejores momentos con quienes hicieron vibrar al público 🔥  #FinadosMushucRuna #MomentosInolvidables #LaTradiciónCobraVida,https://www.facebook.com/122142325251017479/posts/122113289577017479
729780340226059_122113075425017479,Finados Mushuc Runa ,729780340226059,2025-11-05T02:27:31-05:00,2025-11-05,finados-2025,postevento,added_video,540,489,13,38,expositores-negocios|cultura-identidad|comunidad-prueba|patrocinio-alianzas,False,False,False,False,True,434,"cerramos una edición inolvidable de la feria finados mushuc runa 2025 llena de vida, tradición y alegría. gracias a nuestros expositores por su esfuerzo y pasión, a nuestros visitantes por llenar cada espacio de energía, y a nuestras marcas auspiciantes por creer en este sueño. juntos hicimos de esta feria un éxito total. ecuador éxitototal finadosmushucruna finados2025 graciasecuador luisalfonsochango fansdestacados","🩷 Cerramos una edición inolvidable de la 𝐅𝐞𝐫𝐢𝐚 𝐅𝐢𝐧𝐚𝐝𝐨𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 𝟐𝟎𝟐𝟓 llena de vida, tradición y alegría.   Gracias a NUESTROS EXPOSITORES por su esfuerzo y pasión, a NUESTROS VISITANTES por llenar cada espacio de energía, y a NUESTRAS MARCAS AUSPICIANTES por creer en este sueño.🌟  Juntos hicimos de esta feria un 𝐄́𝐗𝐈𝐓𝐎 𝐓𝐎𝐓𝐀𝐋. #Ecuador #ÉxitoTotal #FinadosMushucRuna #Finados2025 #GraciasEcuador #LuisAlfonsoChango @fansdestacados",https://www.facebook.com/reel/1552323979116127/
729780340226059_122113069047017479,Finados Mushuc Runa ,729780340226059,2025-11-05T01:12:46-05:00,2025-11-05,finados-2025,postevento,added_video,61,55,2,4,expositores-negocios|cultura-identidad|comunidad-prueba,False,False,False,False,False,253,"en finados mushuc runa se vivió, se sintió y se premió reconocimos a los stands que la rompieron este año y así se vivió ese momento dedicación, sabor, tradición y mucho corazón. gracias por ser parte de la tradición. nos vemos en la próxima","En Finados Mushuc Runa se vivió, se sintió y se premió 🎡🔥 Reconocimos a los stands que la rompieron este año y así se vivió ese momento 👏  Dedicación, sabor, tradición y mucho corazón. Gracias por ser parte de la tradición. Nos vemos en la próxima 😏🇪🇨👏🏻",https://www.facebook.com/reel/1385791856406091/
729780340226059_122113066689017479,Finados Mushuc Runa ,729780340226059,2025-11-05T00:52:24-05:00,2025-11-05,finados-2025,postevento,added_video,168,135,3,30,artistas-musica|cultura-identidad,False,False,False,False,False,207,"con troy y los reyes dijimos adiós a una feria inolvidable cinco días llenos de cultura, música y alegría que quedarán en el corazón. feriafinadosmushucruna cierredeedición troyylosreyes finados2025","Con 𝐓𝐫𝐨𝐲 𝐲 𝐋𝐨𝐬 𝐑𝐞𝐲𝐞𝐬 dijimos adiós a una feria inolvidable 💛 Cinco días llenos de cultura, música y alegría que quedarán en el corazón. 🎶  #FeriaFinadosMushucRuna #CierredeEdición #troyylosreyes #Finados2025",https://www.facebook.com/reel/726911376372391/
729780340226059_122113062837017479,Finados Mushuc Runa ,729780340226059,2025-11-05T00:29:19-05:00,2025-11-05,finados-2025,postevento,added_photos,34,31,1,2,artistas-musica|cultura-identidad,False,False,False,False,False,206,"con troy y los reyes dijimos adiós a una feria inolvidable cinco días llenos de cultura, música y alegría que quedarán en el corazón. feriafinadosmushucruna cierredeedición troyylosreyes finados2025","Con 𝐓𝐫𝐨𝐲 𝐲 𝐋𝐨𝐬 𝐑𝐞𝐲𝐞𝐬 dijimos adiós a una feria inolvidable 💛 Cinco días llenos de cultura, música y alegría que quedarán en el corazón. 🎶 #FeriaFinadosMushucRuna #CierredeEdición #troyylosreyes #Finados2025",https://www.facebook.com/122142325251017479/posts/122113062837017479
729780340226059_122113058055017479,Finados Mushuc Runa ,729780340226059,2025-11-05T00:06:20-05:00,2025-11-05,finados-2025,postevento,added_video,181,167,3,11,artistas-musica,False,False,False,False,True,123,"el loco abrahán y la orquesta joven encendieron el megaescenario con ritmo, energía y un show que puso a todos a bailar.","🎺🔥 El Loco Abrahán y La Orquesta Joven encendieron el megaescenario con ritmo, energía y un show que puso a todos a bailar.",https://www.facebook.com/reel/829331266253766/
729780340226059_122113055799017479,Finados Mushuc Runa ,729780340226059,2025-11-04T23:51:48-05:00,2025-11-04,finados-2025,en-vivo,added_photos,92,89,0,3,artistas-musica|comunidad-prueba,False,False,False,False,False,250,"una noche para cantar, sentir y celebrar el loco abrahan la orquesta joven se tomó la feria mushuc runa 2025, y la vivimos al máximo revive aquí los mejores momentos de este show inolvidable feriamushucruna2025 músicanacional ecuador","💛 Una noche para cantar, sentir y celebrar 🇪🇨 𝐄𝐥 𝐋𝐨𝐜𝐨 𝐀𝐛𝐫𝐚𝐡𝐚𝐧 ❞𝐋𝐀 𝐎𝐑𝐐𝐔𝐄𝐒𝐓𝐀 𝐉𝐎𝐕𝐄𝐍❞ se tomó la Feria Mushuc Runa 2025, y la vivimos al máximo 🎵 📸 ¡Revive aquí los mejores momentos de este show inolvidable! #feriamushucruna2025 #músicanacional #ecuador",https://www.facebook.com/122142325251017479/posts/122113055799017479
729780340226059_122113045425017479,Finados Mushuc Runa ,729780340226059,2025-11-04T22:41:42-05:00,2025-11-04,finados-2025,en-vivo,added_video,979,915,46,18,artistas-musica|expositores-negocios|cultura-identidad|comunidad-prueba,False,False,False,False,False,242,"john valverde hizo vibrar el megaescenario con su talento y energía, conquistando al público en una noche inolvidable. gracias por entregarlo todo finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🎶 John Valverde hizo vibrar el megaescenario con su talento y energía, conquistando al público en una noche inolvidable. ¡Gracias por entregarlo todo! 🔥  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/2371102039971247/
729780340226059_122113043919017479,Finados Mushuc Runa ,729780340226059,2025-11-04T22:32:04-05:00,2025-11-04,finados-2025,en-vivo,added_photos,504,450,43,11,artistas-musica|expositores-negocios|cultura-identidad|comunidad-prueba,False,False,False,False,False,242,"john valverde hizo vibrar el megaescenario con su talento y energía, conquistando al público en una noche inolvidable. gracias por entregarlo todo finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🎶 John Valverde hizo vibrar el megaescenario con su talento y energía, conquistando al público en una noche inolvidable. ¡Gracias por entregarlo todo! 🔥  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/122142325251017479/posts/122113043919017479
729780340226059_122113045089017479,Finados Mushuc Runa ,729780340226059,2025-11-04T22:39:52-05:00,2025-11-04,finados-2025,en-vivo,added_video,121,112,0,9,artistas-musica|cultura-identidad,False,False,False,False,False,214,"la combinación del sabor, puso a vibrar a todos con lo mejor de la música nacional, llenando la noche de energía y alegría. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","𝑳𝒂 𝑪𝒐𝒎𝒃𝒊𝒏𝒂𝒄𝒊𝒐́𝒏 𝒅𝒆𝒍 𝑺𝒂𝒃𝒐𝒓, puso a vibrar a todos con lo mejor de la música nacional, llenando la noche de energía y alegría.  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/801424802766498/
729780340226059_122113043067017479,Finados Mushuc Runa ,729780340226059,2025-11-04T22:28:26-05:00,2025-11-04,finados-2025,en-vivo,added_photos,32,30,0,2,artistas-musica|cultura-identidad,False,False,False,False,False,290,"cerrando la feria con éxito total y con lo nuestro, hoy música nacional . la combinación del sabor, puso a vibrar a todos con lo mejor de la música nacional, llenando la noche de energía y alegría. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🔥Cerrando la feria con éxito total y con lo nuestro, hoy 𝐌𝐔́𝐒𝐈𝐂𝐀 𝐍𝐀𝐂𝐈𝐎𝐍𝐀𝐋 . 𝑳𝒂 𝑪𝒐𝒎𝒃𝒊𝒏𝒂𝒄𝒊𝒐́𝒏 𝒅𝒆𝒍 𝑺𝒂𝒃𝒐𝒓, puso a vibrar a todos con lo mejor de la música nacional, llenando la noche de energía y alegría.  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/122142325251017479/posts/122113043067017479
729780340226059_122113039023017479,Finados Mushuc Runa ,729780340226059,2025-11-04T21:52:46-05:00,2025-11-04,finados-2025,en-vivo,added_video,25,25,0,0,cultura-identidad|comunidad-prueba,False,False,False,False,True,218,"finados mushuc runa se vivió con estilo, color y mucha actitud. mira lo que nos contó este visitante. divirtiéndonos un poco. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","👀 Finados Mushuc Runa se vivió con estilo, color y mucha actitud. Mira lo que nos contó este visitante. 𝐃𝐢𝐯𝐢𝐫𝐭𝐢𝐞́𝐧𝐝𝐨𝐧𝐨𝐬 𝐮𝐧 𝐩𝐨𝐜𝐨.  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/814437594540434/
729780340226059_122113038153017479,Finados Mushuc Runa ,729780340226059,2025-11-04T21:43:16-05:00,2025-11-04,finados-2025,en-vivo,added_video,400,381,4,15,cultura-identidad|comunidad-prueba,False,False,False,False,False,366,"hoy cumplimos con orgullo la entrega de 25 mil vasos de colada morada, compartiendo tradición y unión. gracias a todos quienes hicieron posible esta iniciativa y a la comunidad por recibirnos con tanto cariño. seguimos trabajando por más momentos que nos conecten. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🍶🍇 Hoy cumplimos con orgullo la entrega de 𝟐𝟓 𝐌𝐈𝐋 𝐕𝐀𝐒𝐎𝐒 𝐃𝐄 𝐂𝐎𝐋𝐀𝐃𝐀 𝐌𝐎𝐑𝐀𝐃𝐀, compartiendo tradición y unión. 🔝🥳 Gracias a todos quienes hicieron posible esta iniciativa y a la comunidad por recibirnos con tanto cariño. 𝐒𝐞𝐠𝐮𝐢𝐦𝐨𝐬 𝐭𝐫𝐚𝐛𝐚𝐣𝐚𝐧𝐝𝐨 𝐩𝐨𝐫 𝐦𝐚́𝐬 𝐦𝐨𝐦𝐞𝐧𝐭𝐨𝐬 𝐪𝐮𝐞 𝐧𝐨𝐬 𝐜𝐨𝐧𝐞𝐜𝐭𝐞𝐧. 🫶🏻🇪🇨  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/1177617657817288/
729780340226059_785461614661152,Finados Mushuc Runa ,729780340226059,2025-11-04T21:32:22-05:00,2025-11-04,finados-2025,en-vivo,added_photos,49,27,3,19,cultura-identidad|comunidad-prueba,False,False,False,False,False,79,éxito total gracias ecuador por ser parte la tradición. nos vemos pronto,🎉 ¡𝐄́𝐗𝐈𝐓𝐎 𝐓𝐎𝐓𝐀𝐋! Gracias Ecuador por ser parte la tradición. ¡Nos vemos pronto!,https://www.facebook.com/122142325251017479/posts/785461614661152?substory_index=785461614661152
729780340226059_122113036785017479,Finados Mushuc Runa ,729780340226059,2025-11-04T21:29:55-05:00,2025-11-04,finados-2025,en-vivo,added_video,231,220,6,5,expositores-negocios|comunidad-prueba,False,False,False,False,False,288,"premio al mejor stand reconocemos a quienes destacaron por su creatividad, dedicación y propuesta única. gracias por ser parte de esta experiencia y elevar el nivel de nuestra feria nos vemos pronto. feriamushucruna2025 top10stands orgulloecuatoriano finadosmushucruna finados2025","𝐏𝐑𝐄𝐌𝐈𝐎 𝐀𝐋 𝐌𝐄𝐉𝐎𝐑 𝐒𝐓𝐀𝐍𝐃 Reconocemos a quienes destacaron por su creatividad, dedicación y propuesta única. Gracias por ser parte de esta experiencia y elevar el nivel de nuestra feria🎉 Nos vemos pronto.   #feriamushucruna2025 #top10stands #OrgulloEcuatoriano #FinadosMushucRuna #Finados2025",https://www.facebook.com/reel/845879025071643/
729780340226059_122113033479017479,Finados Mushuc Runa ,729780340226059,2025-11-04T21:05:49-05:00,2025-11-04,finados-2025,en-vivo,added_photos,124,120,0,4,expositores-negocios,False,False,False,False,False,260,felicitamos a los 10 mejores stands de esta edición su talento y esfuerzo hicieron brillar finados mushuc runa 2025 éxitos y los esperamos en las próximas ediciones feriamushucruna2025 top10stands orgulloecuatoriano finadosmushucruna finados2025,🏅 ¡Felicitamos a los 𝟏𝟎 𝐦𝐞𝐣𝐨𝐫𝐞𝐬 𝐬𝐭𝐚𝐧𝐝𝐬 de esta edición! Su talento y esfuerzo hicieron brillar FINADOS MUSHUC RUNA 2025 🌟 💪 ¡Éxitos y los esperamos en las próximas ediciones! #feriamushucruna2025 #top10stands #OrgulloEcuatoriano #FinadosMushucRuna #Finados2025,https://www.facebook.com/122142325251017479/posts/122113033479017479
729780340226059_122113029777017479,Finados Mushuc Runa ,729780340226059,2025-11-04T20:31:05-05:00,2025-11-04,finados-2025,en-vivo,added_video,59,58,0,1,artistas-musica,False,False,False,False,False,122,la plaza de la luna bailó al ritmo de don medardo y sus players cumbiaecuatoriana feriamushucruna2025 finados2025,🎺 ¡La Plaza de la Luna bailó al ritmo de Don Medardo y sus Players! 🔥 #CumbiaEcuatoriana #FeriaMushucRuna2025 #finados2025,https://www.facebook.com/reel/2002111800587880/
729780340226059_122113025967017479,Finados Mushuc Runa ,729780340226059,2025-11-04T20:05:54-05:00,2025-11-04,finados-2025,en-vivo,added_photos,91,76,6,9,artistas-musica|cultura-identidad|comunidad-prueba,False,False,False,False,False,188,"cinco días espectaculares vivimos una feria llena de música, cultura y emociones que no olvidaremos. finados2025 culturaytradición experienciasunicas finadosmushucruna ecuador","✨¡𝐂𝐢𝐧𝐜𝐨 𝐝𝐢́𝐚𝐬 𝐞𝐬𝐩𝐞𝐜𝐭𝐚𝐜𝐮𝐥𝐚𝐫𝐞𝐬!✨ 🎡Vivimos una feria llena de música, cultura y emociones que no olvidaremos.  #Finados2025 #CulturaYTradición #experienciasunicas #FinadosMushucRuna #ecuador",https://www.facebook.com/122142325251017479/posts/122113025967017479
729780340226059_122113011927017479,Finados Mushuc Runa ,729780340226059,2025-11-04T18:02:35-05:00,2025-11-04,finados-2025,en-vivo,added_video,25,20,0,5,cultura-identidad|acceso-servicio,False,False,False,False,False,216,"concurso de guaguas de pan creatividad, sabor y tradición en cada bocado. así se vivió nuestro concurso de guaguas de pan. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🥖✨ 𝐂𝐎𝐍𝐂𝐔𝐑𝐒𝐎 𝐃𝐄 𝐆𝐔𝐀𝐆𝐔𝐀𝐒 𝐃𝐄 𝐏𝐀𝐍 Creatividad, sabor y tradición en cada bocado. Así se vivió nuestro concurso de guaguas de pan.   #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/840456468565992/
729780340226059_122113011441017479,Finados Mushuc Runa ,729780340226059,2025-11-04T17:57:23-05:00,2025-11-04,finados-2025,en-vivo,added_video,75,66,1,8,cultura-identidad,False,False,False,False,False,189,los caballitos se robaron todas las miradas en la plaza del sol durante el último día de feria. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025,🐴✨ Los caballitos se robaron todas las miradas en la Plaza del Sol durante el último día de feria.   #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025,https://www.facebook.com/reel/833889699128474/
729780340226059_122113008669017479,Finados Mushuc Runa ,729780340226059,2025-11-04T17:22:37-05:00,2025-11-04,finados-2025,en-vivo,added_video,35,34,0,1,cultura-identidad,False,False,False,False,False,205,"dinámicas en finados mushuc runa 2025 así fueron nuestros días de feria, llena de sorpresas y muchas risas. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","😂🤩 𝐃𝐈𝐍𝐀́𝐌𝐈𝐂𝐀𝐒 𝐄𝐍 𝐅𝐈𝐍𝐀𝐃𝐎𝐒 𝐌𝐔𝐒𝐇𝐔𝐂 𝐑𝐔𝐍𝐀 𝟐𝟎𝟐𝟓 🎪 Así fueron nuestros días de feria, llena de sorpresas y muchas risas.    #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/reel/4291627094441218/
729780340226059_122113007439017479,Finados Mushuc Runa ,729780340226059,2025-11-04T17:04:15-05:00,2025-11-04,finados-2025,en-vivo,added_photos,141,131,6,4,cultura-identidad|comunidad-prueba,False,False,False,False,False,367,"hoy cumplimos con orgullo la entrega de 25 mil vasos de colada morada, compartiendo tradición y unión. gracias a todos quienes hicieron posible esta iniciativa y a la comunidad por recibirnos con tanto cariño. seguimos trabajando por más momentos que nos conecten. finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025","🍶🍇 Hoy cumplimos con orgullo la entrega de 𝟐𝟓 𝐌𝐈𝐋 𝐕𝐀𝐒𝐎𝐒 𝐃𝐄 𝐂𝐎𝐋𝐀𝐃𝐀 𝐌𝐎𝐑𝐀𝐃𝐀, compartiendo tradición y unión. 🔝🥳  Gracias a todos quienes hicieron posible esta iniciativa y a la comunidad por recibirnos con tanto cariño. 𝐒𝐞𝐠𝐮𝐢𝐦𝐨𝐬 𝐭𝐫𝐚𝐛𝐚𝐣𝐚𝐧𝐝𝐨 𝐩𝐨𝐫 𝐦𝐚́𝐬 𝐦𝐨𝐦𝐞𝐧𝐭𝐨𝐬 𝐪𝐮𝐞 𝐧𝐨𝐬 𝐜𝐨𝐧𝐞𝐜𝐭𝐞𝐧. 🫶🏻🇪🇨  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025",https://www.facebook.com/122142325251017479/posts/122113007439017479
729780340226059_122113000515017479,Finados Mushuc Runa ,729780340226059,2025-11-04T16:02:27-05:00,2025-11-04,finados-2025,en-vivo,added_video,19,19,0,0,experiencias-atractivos|cultura-identidad|acceso-servicio,False,False,False,False,False,211,adrenalina al máximo así disfruta la gente los juegos mecánicos en la feria... no te pierdas el último día de feria finados2025 latradicióncobravida diversion entretenimiento tradiciones ecuador2025,🎢🔥𝐀𝐝𝐫𝐞𝐧𝐚𝐥𝐢𝐧𝐚 𝐚𝐥 𝐦𝐚́𝐱𝐢𝐦𝐨 Así disfruta la gente los juegos mecánicos en la feria…  𝐍𝐨 𝐭𝐞 𝐩𝐢𝐞𝐫𝐝𝐚𝐬 𝐞𝐥 𝐮́𝐥𝐭𝐢𝐦𝐨 𝐝𝐢́𝐚 𝐝𝐞 𝐟𝐞𝐫𝐢𝐚 🎡  #Finados2025 #LaTradiciónCobraVida #diversion #entretenimiento #tradiciones #Ecuador2025,https://www.facebook.com/reel/1973578823439018/
729780340226059_122112995667017479,Finados Mushuc Runa ,729780340226059,2025-11-04T15:02:18-05:00,2025-11-04,finados-2025,en-vivo,added_video,22,22,0,0,artistas-musica|cultura-identidad|precio-entradas|comunidad-prueba,False,False,False,False,False,262,"hoy nos encontramos con unos de los ganadores del ticket dorado gracias por ser parte de esta gran feria, prepárate para vivir experiencias únicas ticketdorado feriamushucruna2025 finados2025 musicanacional latradicióncobravida finadosmushucruna","🎉 Hoy nos encontramos con unos de los GANADORES del 𝐓𝐈𝐂𝐊𝐄𝐓 𝐃𝐎𝐑𝐀𝐃𝐎! 🥳  Gracias por ser parte de esta gran feria, ¡prepárate para vivir experiencias únicas! 💛  #TicketDorado #FeriaMushucRuna2025 #finados2025 #musicanacional #LaTradiciónCobraVida #FinadosMushucRuna",https://www.facebook.com/reel/1041539854700983/
