id,pagina,page_id,fecha_hora_guayaquil,fecha_guayaquil,evento,fase,formato,interacciones_publicas,reacciones,comentarios,compartidos,temas,tiene_url,tiene_telefono,tiene_precio,tiene_fecha,tiene_cta,longitud_texto,texto_normalizado,mensaje,permalink
105221087662733_1478925997568260,Carnavales Mushuc Runa,105221087662733,2026-01-26T08:57:11-05:00,2026-01-26,carnaval-2026,conversion,added_photos,66,44,2,20,sin-tema-detectado,False,False,False,False,False,134,arrancamos la gira de medios en quito primeras paradas ecuador tv y radio armónica. los carnavalesmushucruna ya se sienten.,🎙️📺 Arrancamos la gira de medios en #Quito Primeras paradas: Ecuador TV y Radio Armónica.  Los #CarnavalesMushucRuna ya se sienten. 💦🥳,https://www.facebook.com/1675458624581662/posts/1478925997568260
105221087662733_1478056884321838,Carnavales Mushuc Runa,105221087662733,2026-01-25T12:03:00-05:00,2026-01-25,carnaval-2026,conversion,added_photos,38,29,0,9,sin-tema-detectado,False,False,False,False,False,148,mañana estaremos en quito arranca la gira de medios de carnavalesmushucruna. escúchanos por las siguientes señales llevamos sorpresas,Mañana estaremos en Quito 🎙️ Arranca la gira de medios de #CarnavalesMushucRuna. 🎉   Escúchanos por las siguientes señales 📡↕️ llevamos sorpresas ‼️,https://www.facebook.com/1675458624581662/posts/1478056884321838
105221087662733_1478026170991576,Carnavales Mushuc Runa,105221087662733,2026-01-25T11:24:44-05:00,2026-01-25,carnaval-2026,conversion,added_video,50,35,1,14,artistas-musica|precio-entradas,True,False,False,True,False,366,"domingo tranquilo... pero con sabor a vallenato este 14 de febrero, los inquietos del vallenato nos harán cantar en los carnavalesmushucruna. empieza a vivir el concierto. entradas disponibles punto de venta físicos ambato mushuc runa coac - matriz y hotel emperador - riobamba mushuc runa coac","Domingo tranquilo… pero con sabor a vallenato 🎵 Este 14 de febrero, Los Inquietos del Vallenato nos harán cantar en los #CarnavalesMushucRuna.  Empieza a vivir el concierto. 🎟️ Entradas disponibles https://expoferiamushucruna.com/festival-musica-popular/  📍𝐏𝐮𝐧𝐭𝐨 𝐝𝐞 𝐯𝐞𝐧𝐭𝐚 𝐟𝐢́𝐬𝐢𝐜𝐨𝐬: #Ambato [Mushuc Runa COAC - Matriz y Hotel Emperador] - #Riobamba [Mushuc Runa COAC]",https://www.facebook.com/reel/875297851910556/
105221087662733_1477197657741094,Carnavales Mushuc Runa,105221087662733,2026-01-24T14:09:24-05:00,2026-01-24,carnaval-2026,conversion,added_photos,88,72,0,16,cultura-identidad,False,False,False,False,True,276,"momentos que cuentan nuestra historia. así se vivió nuestra participación en el desfile nacional chacarrero, anunciando lo que se viene en carnavales mushuc runa desfilenacionalchacarrero carnavalesmushucruna carnavales2026 complejo intercultural y deportivo mushuc runa","Momentos que cuentan nuestra historia. Así se vivió nuestra participación en el Desfile Nacional Chacarrero, anunciando lo que se viene en 🎉𝗖𝗮𝗿𝗻𝗮𝘃𝗮𝗹𝗲𝘀 𝗠𝘂𝘀𝗵𝘂𝗰 𝗥𝘂𝗻𝗮 🎉 #desfilenacionalchacarrero #CarnavalesMushucRuna #Carnavales2026 Complejo Intercultural y Deportivo Mushuc Runa",https://www.facebook.com/1675458624581662/posts/1477197657741094
105221087662733_1477195047741355,Carnavales Mushuc Runa,105221087662733,2026-01-24T14:06:10-05:00,2026-01-24,carnaval-2026,conversion,added_video,67,54,0,13,cultura-identidad|comunidad-prueba,False,False,False,False,False,336,"vivimos la alegría del desfile nacional chacarrero y compartimos con todos lo que se viene en carnavales mushuc runa tradición, cultura y fiesta que se sienten en cada paso. carnavalesmushucruna desfilenacionalchacarrero carnavales2026 raícesquevibran culturaviva tradición fiestapopular turismocultural ecuador tungurahua","✨Vivimos la alegría del Desfile Nacional Chacarrero✨ y compartimos con todos lo que se viene en 🤩𝗖𝗮𝗿𝗻𝗮𝘃𝗮𝗹𝗲𝘀 𝗠𝘂𝘀𝗵𝘂𝗰 𝗥𝘂𝗻𝗮🤩 Tradición, cultura y fiesta que se sienten en cada paso. #CarnavalesMushucRuna #DesfileNacionalChacarrero #Carnavales2026 #RaícesQueVibran #CulturaViva #Tradición #FiestaPopular #TurismoCultural #Ecuador #Tungurahua",https://www.facebook.com/reel/1916654602262847/
105221087662733_1477015034426023,Carnavales Mushuc Runa,105221087662733,2026-01-24T10:21:36-05:00,2026-01-24,carnaval-2026,conversion,added_photos,21,15,0,6,sin-tema-detectado,False,False,False,False,False,71,faltan 20 días... listo para lo que se viene carnavalesmushucruna,⏳ Faltan 20 días… ¿Listo para lo que se viene? 🔥  #CarnavalesMushucRuna,https://www.facebook.com/1675458624581662/posts/1477015034426023
105221087662733_1476573927803467,Carnavales Mushuc Runa,105221087662733,2026-01-23T23:16:44-05:00,2026-01-23,carnaval-2026,conversion,added_photos,20,16,0,4,acceso-servicio|cobertura-en-vivo,False,False,False,True,True,214,"ahora si, súmate a nuestra nueva actividad previo a carnavalesmushucruna regalos y sorpresas si estás por estos lugares, participa con nosotros. nos vemos qbar - arazha - café mi tierra 24 enero","🔊𝗔𝗛𝗢𝗥𝗔 𝗦𝗜, súmate a nuestra nueva actividad previo a #CarnavalesMushucRuna 🫵🏻🎉  ⚠️Regalos y sorpresas‼️ Si estás por estos lugares, participa con nosotros. ¡Nos vemos!   📍 Qbar - Arazha - Café Mi Tierra  📆 24/Enero",https://www.facebook.com/1675458624581662/posts/1476573927803467
105221087662733_1476409737819886,Carnavales Mushuc Runa,105221087662733,2026-01-23T19:01:57-05:00,2026-01-23,carnaval-2026,conversion,added_photos,770,727,9,34,artistas-musica|precio-entradas,False,False,True,False,True,269,dom 15 feb plan confirmado ven a la plaza de la luna a vivir el show de carnaval entrada $3 complejo mushuc runa panamericana sur km 12 vía ambato riobamba ven a la feria y vive el carnaval en mushuc runa. complejomushucruna ambatoecuador carnaval2026,𝐃𝐎𝐌 𝟏𝟓 𝐅𝐄𝐁 ¡PLAN CONFIRMADO! Ven a la 𝐏𝐥𝐚𝐳𝐚 𝐝𝐞 𝐥𝐚 𝐋𝐮𝐧𝐚 a vivir el Show de Carnaval 🎭  🎟️ Entrada: $3 📍 Complejo Mushuc Runa Panamericana Sur km 12 vía Ambato – Riobamba  Ven a la feria y vive el carnaval en Mushuc Runa.  #ComplejoMushucRuna #ambatoecuador #carnaval2026,https://www.facebook.com/1675458624581662/posts/1476409737819886
105221087662733_1476355831158610,Carnavales Mushuc Runa,105221087662733,2026-01-23T17:26:22-05:00,2026-01-23,carnaval-2026,conversion,added_photos,28,21,0,7,sin-tema-detectado,False,False,False,True,False,187,"el carnaval se siente por donde vamos. presentes en el desfile nacional chacarero nos vemos el sábado, 24 de enero desfilechacarero carnavalesmushucruna 6taexpoferiamushucruna","💦🥳 El Carnaval se siente por donde vamos.  Presentes en el Desfile Nacional Chacarero 🤠🐎 📍Nos vemos el sábado, 24 de enero  #DesfileChacarero #CarnavalesMushucRuna #6taExpoferiaMushucRuna",https://www.facebook.com/1675458624581662/posts/1476355831158610
105221087662733_1476342427826617,Carnavales Mushuc Runa,105221087662733,2026-01-23T16:59:05-05:00,2026-01-23,carnaval-2026,conversion,added_video,16,11,0,5,artistas-musica|precio-entradas,False,False,False,True,True,269,"corre por tu entrada tenemos preventa hasta el 30 de enero, participa por fabulosos premios. nos vemos pronto carnavalesmushucruna festivaldeamorydespecho mushucrockfest festivaldelacumbia festivaldemúsicapopular ambatoecuador preventa mushucruna","🎟️🏃 ¡Corre por tu entrada!  Tenemos preventa hasta el 30 de enero, participa por fabulosos premios. 🤩👏 ¡Nos vemos pronto!   #CarnavalesMushucRuna #FestivalDeAmoryDespecho #MushucRockFest #FestivalDeLaCumbia #FestivalDeMúsicaPopular  #ambatoecuador #Preventa #MushucRuna",https://www.facebook.com/reel/3966121213686478/
105221087662733_1476098254517701,Carnavales Mushuc Runa,105221087662733,2026-01-23T10:18:43-05:00,2026-01-23,carnaval-2026,conversion,added_photos,27,23,0,4,artistas-musica|precio-entradas|confianza-operacion|cobertura-en-vivo,True,False,False,False,True,308,festival de música popular en vivo y premios especiales. compra tus boletos y participa en el sorteo de premios oficiales. la preventa está disponible hasta el 30 de enero. asegura tu entrada y vive una noche que se canta de principio a fin. compra tus boletos aquí,🎶 𝐅𝐞𝐬𝐭𝐢𝐯𝐚𝐥 𝐝𝐞 𝐌𝐮́𝐬𝐢𝐜𝐚 𝐏𝐨𝐩𝐮𝐥𝐚𝐫 𝐞𝐧 𝐯𝐢𝐯𝐨 𝐲 𝐩𝐫𝐞𝐦𝐢𝐨𝐬 𝐞𝐬𝐩𝐞𝐜𝐢𝐚𝐥𝐞𝐬. Compra tus boletos y participa en el sorteo de 𝐩𝐫𝐞𝐦𝐢𝐨𝐬 𝐨𝐟𝐢𝐜𝐢𝐚𝐥𝐞𝐬.  La preventa está disponible 𝐡𝐚𝐬𝐭𝐚 𝐞𝐥 𝟑𝟎 𝐝𝐞 𝐞𝐧𝐞𝐫𝐨. Asegura tu entrada y vive una noche que se canta de principio a fin.  🎟️ Compra tus boletos aquí 👉 https://expoferiamushucruna.com/,https://www.facebook.com/1675458624581662/posts/1476098254517701
105221087662733_1476032771190916,Carnavales Mushuc Runa,105221087662733,2026-01-23T08:45:01-05:00,2026-01-23,carnaval-2026,conversion,added_video,47,35,1,11,artistas-musica|precio-entradas,True,False,False,False,False,482,la música que nace del corazón llega al carnaval. antología estará en el festival de música popular. ya disponibles las entradas para el concierto aquí punto de venta físicos ambato mushuc runa coac - matriz y hotel emperador - riobamba mushuc runa coac nos vemos el lunes 16 de feb carnavalesmushucruna festivaldemúsicapopular expoferia2026 deyvisorosco gruponéctar antología rossywar,🎶 𝐋𝐚 𝐦𝐮́𝐬𝐢𝐜𝐚 𝐪𝐮𝐞 𝐧𝐚𝐜𝐞 𝐝𝐞𝐥 𝐜𝐨𝐫𝐚𝐳𝐨́𝐧 𝐥𝐥𝐞𝐠𝐚 𝐚𝐥 𝐂𝐚𝐫𝐧𝐚𝐯𝐚𝐥. 🎭  𝐀𝐍𝐓𝐎𝐋𝐎𝐆𝐈́𝐀 🎊 estará en el Festival de Música Popular.  🎟️ Ya disponibles las entradas para el concierto aquí: https://expoferiamushucruna.com/festival-musica-popular/  📍𝐏𝐮𝐧𝐭𝐨 𝐝𝐞 𝐯𝐞𝐧𝐭𝐚 𝐟𝐢́𝐬𝐢𝐜𝐨𝐬: #Ambato [Mushuc Runa COAC - Matriz y Hotel Emperador] - #Riobamba [Mushuc Runa COAC]   🫵🏻 Nos vemos el 𝐋𝐔𝐍𝐄𝐒 𝟏𝟔 𝐃𝐄 𝐅𝐄𝐁 🎊  #CarnavalesMushucRuna #FestivalDeMúsicaPopular #expoferia2026 #DeyvisOrosco #GrupoNéctar #Antología #RossyWar,https://www.facebook.com/reel/3063143537408187/
105221087662733_1475554637905396,Carnavales Mushuc Runa,105221087662733,2026-01-22T18:27:21-05:00,2026-01-22,carnaval-2026,conversion,added_photos,800,757,4,39,artistas-musica|cultura-identidad|precio-entradas|acceso-servicio|cobertura-en-vivo,False,False,True,False,True,505,"sab 14 feb agéndalo y no faltes la plaza de la luna se prende en carnavalesmushucruna desde las 13h00, disfruta la tarde junto a la toquilla, el show cómico de oswaldo segura y alan montoya, la voz de melanie castillo y danzas culturales en vivo. entrada $3 complejo mushuc runa panamericana sur km 12 vía ambato riobamba ven a la feria y vive el carnaval en mushuc runa. latoquilla oswaldosegura alanmontoya melaniecastillo complejomushucruna ambatoecuador carnaval2026 tisaleo","𝐒𝐀𝐁 𝟏𝟒 𝐅𝐄𝐁 ¡𝐀𝐆𝐄́𝐍𝐃𝐀𝐋𝐎 𝐘 𝐍𝐎 𝐅𝐀𝐋𝐓𝐄𝐒! La 𝐏𝐥𝐚𝐳𝐚 𝐝𝐞 𝐥𝐚 𝐋𝐮𝐧𝐚 se prende en #CarnavalesMushucRuna🎭  𝐃𝐞𝐬𝐝𝐞 𝐥𝐚𝐬 𝟏𝟑𝐡𝟎𝟎, disfruta la tarde junto a  La Toquilla, el show cómico de Oswaldo Segura y Alan Montoya, la voz de Melanie Castillo y danzas culturales en vivo.  🎟️ 𝐄𝐧𝐭𝐫𝐚𝐝𝐚: $𝟑 📍 𝐂𝐨𝐦𝐩𝐥𝐞𝐣𝐨 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 𝐏𝐚𝐧𝐚𝐦𝐞𝐫𝐢𝐜𝐚𝐧𝐚 𝐒𝐮𝐫 𝐤𝐦 𝟏𝟐 𝐯𝐢́𝐚 𝐀𝐦𝐛𝐚𝐭𝐨 – 𝐑𝐢𝐨𝐛𝐚𝐦𝐛𝐚  Ven a la feria y vive el carnaval en Mushuc Runa.  #LaToquilla #OswaldoSegura #AlanMontoya #MelanieCastillo #ComplejoMushucRuna #ambatoecuador #carnaval2026 #Tisaleo",https://www.facebook.com/1675458624581662/posts/1475554637905396
105221087662733_1475297457931114,Carnavales Mushuc Runa,105221087662733,2026-01-22T11:20:23-05:00,2026-01-22,carnaval-2026,conversion,added_video,47,35,1,11,cultura-identidad|acceso-servicio|confianza-operacion|cobertura-en-vivo,False,False,False,True,False,341,"los carnavales ahora se viven en mushuc runa. 5 días para disfrutar, recorrer y celebrar sin parar. organiza tu agenda y nos vemos en el complejo intercultural y deportivo mushuc runa del 13 al 17 de febrero. carnavalesmushucruna expoferia2026 ecuador carnaval2026 jessiuribe ambatoecuador festivaldeamorydespecho","🎉💦🥳 𝐋𝐨𝐬 𝐜𝐚𝐫𝐧𝐚𝐯𝐚𝐥𝐞𝐬 𝐚𝐡𝐨𝐫𝐚 𝐬𝐞 𝐯𝐢𝐯𝐞𝐧 𝐞𝐧 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚. 🫶🏻🎊 5 días para disfrutar, recorrer y celebrar sin parar. 🤩🔥🫧  📢 Organiza tu agenda y nos vemos en el  Complejo Intercultural y Deportivo Mushuc Runa del 13 al 17 de febrero. 📆👏🏻  #CarnavalesMushucRuna #expoferia2026 #ecuador #carnaval2026 #JessiUribe #ambatoecuador #festivaldeamorydespecho",https://www.facebook.com/reel/1559208612012498/
105221087662733_1475193477941512,Carnavales Mushuc Runa,105221087662733,2026-01-22T09:57:10-05:00,2026-01-22,carnaval-2026,conversion,added_photos,1022,901,32,89,artistas-musica,False,False,False,True,True,333,"la música sigue vibrando en los carnavales mushuc runa desde perú le damos la bienvenida a antología, con un show que hará sonar nuestras raíces como nunca. festival de música popular lunes 16 de febrero 18h00 carnavalesmushucruna festivaldemúsicapopular expoferia2026 deyvisorosco gruponéctar antología rossywar","𝐋𝐚 𝐦𝐮́𝐬𝐢𝐜𝐚 𝐬𝐢𝐠𝐮𝐞 𝐯𝐢𝐛𝐫𝐚𝐧𝐝𝐨 𝐞𝐧 𝐥𝐨𝐬 𝐂𝐚𝐫𝐧𝐚𝐯𝐚𝐥𝐞𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 🎶 Desde Perú le damos la bienvenida a 𝑨𝒏𝒕𝒐𝒍𝒐𝒈𝒊́𝒂, con un show que hará sonar 𝐧𝐮𝐞𝐬𝐭𝐫𝐚𝐬 𝐫𝐚𝐢́𝐜𝐞𝐬 𝐜𝐨𝐦𝐨 𝐧𝐮𝐧𝐜𝐚.  𝗙𝗲𝘀𝘁𝗶𝘃𝗮𝗹 𝗱𝗲 𝗠𝘂́𝘀𝗶𝗰𝗮 𝗣𝗼𝗽𝘂𝗹𝗮𝗿 📅 Lunes 16 de febrero | ⏰ 18h00  #CarnavalesMushucRuna #FestivalDeMúsicaPopular #expoferia2026 #DeyvisOrosco #GrupoNéctar #Antología #RossyWar",https://www.facebook.com/1675458624581662/posts/1475193477941512
105221087662733_1475185351275658,Carnavales Mushuc Runa,105221087662733,2026-01-22T09:50:53-05:00,2026-01-22,carnaval-2026,conversion,added_video,729,631,6,92,artistas-musica|precio-entradas,True,False,False,False,True,382,"te sabes la canción exitazo verdad.... jessi uribe, sábado 14 de febrero adquiere tus entradas y nos vemos en el concierto punto de venta físicos ambato mushuc runa coac - matriz y hotel emperador - riobamba mushuc runa coac carnavalesmushucruna festivaldeamorydespecho ambatoecuador jessiuribe festivaldeamorydespecho","🎶🥳 ¿Te sabes la canción? Exitazo verdad....   𝐉𝐞𝐬𝐬𝐢 𝐔𝐫𝐢𝐛𝐞, 𝐬𝐚́𝐛𝐚𝐝𝐨 𝟏𝟒 𝐝𝐞 𝐟𝐞𝐛𝐫𝐞𝐫𝐨 ❤️  Adquiere tus entradas y nos vemos en el concierto: https://expoferiamushucruna.com/   📍𝐏𝐮𝐧𝐭𝐨 𝐝𝐞 𝐯𝐞𝐧𝐭𝐚 𝐟𝐢́𝐬𝐢𝐜𝐨𝐬: #Ambato [Mushuc Runa COAC - Matriz y Hotel Emperador] - #Riobamba [Mushuc Runa COAC]   #CarnavalesMushucRuna #FestivalDeAmoryDespecho #ambatoecuador #JessiUribe #festivaldeamorydespecho",https://www.facebook.com/reel/1399775844331889/
105221087662733_1475083031285890,Carnavales Mushuc Runa,105221087662733,2026-01-22T08:38:19-05:00,2026-01-22,carnaval-2026,conversion,added_photos,87,72,2,13,confianza-operacion|patrocinio-alianzas,False,False,False,False,False,229,pollos al gusto se suma con su sabor a los carnavales mushuc runa. su apoyo reafirma el compromiso con nuestra gente. carnavalesmushucruna mushucruna2026 raícesquevibran auspiciantesoficiales 6taexpoferiamushucruna,🍗🔥  𝑷𝑶𝑳𝑳𝑶𝑺 𝑨𝑳 𝑮𝑼𝑺𝑻𝑶 se suma con su sabor a los  𝐂𝐚𝐫𝐧𝐚𝐯𝐚𝐥𝐞𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚.   Su apoyo reafirma el compromiso con nuestra gente.🎭🎉  #CarnavalesMushucRuna #mushucruna2026 #RaícesQueVibran #AuspiciantesOficiales #6taExpoferiaMushucRuna,https://www.facebook.com/1675458624581662/posts/1475083031285890
105221087662733_1474550294672497,Carnavales Mushuc Runa,105221087662733,2026-01-21T18:25:22-05:00,2026-01-21,carnaval-2026,conversion,added_photos,257,242,1,14,artistas-musica|cultura-identidad|precio-entradas,True,False,False,False,False,436,"comunidad exclusiva quieres enterarte antes que nadie de los anuncios, artistas y sorpresas de carnavales mushuc runa 2026 boletos contenido exclusivo pase dorado para el fan más activo únete aquí los mejores viven la feria desde adentro. carnavalesmushucruna festivaldeamorydespecho festivaldeamorydespecho ambatoecuador ticketdorado fandestacado mushucruna","📢🟡 𝐂𝐎𝐌𝐔𝐍𝐈𝐃𝐀𝐃 𝐄𝐗𝐂𝐋𝐔𝐒𝐈𝐕𝐀  ¿Quieres enterarte antes que nadie de los 𝐚𝐧𝐮𝐧𝐜𝐢𝐨𝐬, 𝐚𝐫𝐭𝐢𝐬𝐭𝐚𝐬 𝐲 𝐬𝐨𝐫𝐩𝐫𝐞𝐬𝐚𝐬 𝐝𝐞 𝐂𝐚𝐫𝐧𝐚𝐯𝐚𝐥𝐞𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚 2026?  🎟️ Boletos 🔥 Contenido exclusivo 👑 PASE DORADO para el fan más activo  👉 Únete aquí 👇 https://chat.whatsapp.com/F55MzGGfTSP5ibu9JO3zwg   𝐋𝐨𝐬 𝐦𝐞𝐣𝐨𝐫𝐞𝐬 𝐯𝐢𝐯𝐞𝐧 𝐥𝐚 𝐟𝐞𝐫𝐢𝐚 𝐝𝐞𝐬𝐝𝐞 𝐚𝐝𝐞𝐧𝐭𝐫𝐨.  #CarnavalesMushucRuna #FestivalDeAmoryDespecho #festivaldeamorydespecho #ambatoecuador #TicketDorado #FanDestacado #MushucRuna",https://www.facebook.com/1675458624581662/posts/1474550294672497
105221087662733_1368563335316032,Carnavales Mushuc Runa,105221087662733,2026-01-20T19:25:04-05:00,2026-01-20,carnaval-2026,conversion,added_photos,112,83,4,25,confianza-operacion|patrocinio-alianzas,False,False,False,True,False,241,nos sumamos como auspiciante oficial a la gran fiesta de carnavales mushuc runa 2026 del 13 al 17 de febrero con mushucruna presente en los mejores carnavales todo es posible carnavalesmushucruna mushucruna2026 raícesquevibran,Nos sumamos como 𝐀𝐔𝐒𝐏𝐈𝐂𝐈𝐀𝐍𝐓𝐄 𝐎𝐅𝐈𝐂𝐈𝐀𝐋 a la gran fiesta de ✨𝑪𝒂𝒓𝒏𝒂𝒗𝒂𝒍𝒆𝒔 𝑴𝒖𝒔𝒉𝒖𝒄 𝑹𝒖𝒏𝒂 2026✨  📆 Del 13 al 17 de febrero   Con #MushucRuna presente en los mejores 𝑪𝒂𝒓𝒏𝒂𝒗𝒂𝒍𝒆𝒔 ¡todo es posible!   #CarnavalesMushucRuna #MushucRuna2026 #RaícesQueVibran,https://www.facebook.com/1568257485346615/posts/1368563335316032
105221087662733_1473600161434177,Carnavales Mushuc Runa,105221087662733,2026-01-20T17:54:04-05:00,2026-01-20,carnaval-2026,conversion,added_photos,1531,1434,55,42,artistas-musica|precio-entradas|acceso-servicio,False,False,False,False,True,650,"vuelven los fans destacados y esta vez... el ticket dorado está de regreso. si amas los carnavales mushuc runa, si los vives, los disfrutas y los compartes, esta es tu oportunidad de ganar un acceso total sube tu mejor foto viviendo nuestros shows, atractivos o dentro del complejo mushuc runa. consigue apoyo, la foto con más likes gana. un solo ticket. cinco días de feria, shows y diversión. una experiencia como nunca antes. sorteo 9 de febrero listo para vivir el carnaval en modo dorado carnavalesmushucruna festivaldeamorydespecho festivaldeamorydespecho ambatoecuador ticketdorado fandestacado mushucruna","💛🎫  𝐕𝐮𝐞𝐥𝐯𝐞𝐧 𝐥𝐨𝐬 𝐅𝐀𝐍𝐒 𝐃𝐄𝐒𝐓𝐀𝐂𝐀𝐃𝐎𝐒  Y esta vez… el 𝐓𝐢𝐜𝐤𝐞𝐭 𝐃𝐨𝐫𝐚𝐝𝐨 está de regreso. 🔥  Si amas los 𝐂𝐚𝐫𝐧𝐚𝐯𝐚𝐥𝐞𝐬 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐮𝐧𝐚, si los vives, los disfrutas y los compartes, 𝐞𝐬𝐭𝐚 𝐞𝐬 𝐭𝐮 𝐨𝐩𝐨𝐫𝐭𝐮𝐧𝐢𝐝𝐚𝐝 𝐝𝐞 𝐠𝐚𝐧𝐚𝐫 𝐮𝐧 𝐀𝐂𝐂𝐄𝐒𝐎 𝐓𝐎𝐓𝐀𝐋 🔥  📸 𝐒𝐮𝐛𝐞 𝐭𝐮 𝐦𝐞𝐣𝐨𝐫 𝐟𝐨𝐭𝐨 viviendo nuestros shows, atractivos o dentro del Complejo Mushuc Runa. ❤️  𝐂𝐨𝐧𝐬𝐢𝐠𝐮𝐞 𝐚𝐩𝐨𝐲𝐨, 𝐥𝐚 𝐟𝐨𝐭𝐨 𝐜𝐨𝐧 𝐦𝐚́𝐬 𝐥𝐢𝐤𝐞𝐬 𝐠𝐚𝐧𝐚.  🎟️ Un solo ticket. 🎉 Cinco días de feria, shows y diversión. ✨ Una experiencia como nunca antes.  📅 𝐒𝐨𝐫𝐭𝐞𝐨: 𝟗 𝐝𝐞 𝐟𝐞𝐛𝐫𝐞𝐫𝐨 ¿Listo para vivir el Carnaval en modo dorado?  #CarnavalesMushucRuna #FestivalDeAmoryDespecho #festivaldeamorydespecho #ambatoecuador #TicketDorado #FanDestacado #MushucRuna",https://www.facebook.com/1675458624581662/posts/1473600161434177
105221087662733_1473578831436310,Carnavales Mushuc Runa,105221087662733,2026-01-20T17:16:15-05:00,2026-01-20,carnaval-2026,conversion,added_video,64,50,0,14,artistas-musica|precio-entradas,True,False,False,False,True,372,"dónde comprar los boletos para nuestros mega conciertos fácil, rápido y a tu manera, aquí punto de venta físicos ambato mushuc runa coac - matriz y hotel emperador - riobamba mushuc runa coac tú eliges dónde comprar tus entradas. carnavalesmushucruna festivaldeamorydespecho festivaldeamorydespecho ambatoecuador","🎟️😎 ¿𝐃𝐨́𝐧𝐝𝐞 𝐜𝐨𝐦𝐩𝐫𝐚𝐫 𝐥𝐨𝐬 𝐛𝐨𝐥𝐞𝐭𝐨𝐬 𝐩𝐚𝐫𝐚 𝐧𝐮𝐞𝐬𝐭𝐫𝐨𝐬 𝐦𝐞𝐠𝐚 𝐜𝐨𝐧𝐜𝐢𝐞𝐫𝐭𝐨𝐬? Fácil, rápido y a tu manera, aquí: https://expoferiamushucruna.com/   📍𝐏𝐮𝐧𝐭𝐨 𝐝𝐞 𝐯𝐞𝐧𝐭𝐚 𝐟𝐢́𝐬𝐢𝐜𝐨𝐬: #Ambato [Mushuc Runa COAC - Matriz y Hotel Emperador] - #Riobamba [Mushuc Runa COAC]   🔥Tú eliges dónde comprar tus entradas.  #CarnavalesMushucRuna #FestivalDeAmoryDespecho #festivaldeamorydespecho #ambatoecuador",https://www.facebook.com/reel/1890967394848071/
105221087662733_1473323454795181,Carnavales Mushuc Runa,105221087662733,2026-01-20T10:04:38-05:00,2026-01-20,carnaval-2026,conversion,added_photos,228,189,18,21,artistas-musica|precio-entradas|confianza-operacion|cobertura-en-vivo,True,False,False,True,True,238,rock en vivo y beneficios extra. compra tus boletos y participa en el sorteo del chaleco oficial del mushuc rock fest. preventa disponible hasta el 30 de enero. adquiere tus boletos,🔥 𝐑𝐨𝐜𝐤 𝐞𝐧 𝐯𝐢𝐯𝐨 𝐲 𝐛𝐞𝐧𝐞𝐟𝐢𝐜𝐢𝐨𝐬 𝐞𝐱𝐭𝐫𝐚.  Compra tus boletos y participa en el sorteo del 𝐜𝐡𝐚𝐥𝐞𝐜𝐨 𝐨𝐟𝐢𝐜𝐢𝐚𝐥 𝐝𝐞𝐥 𝐌𝐮𝐬𝐡𝐮𝐜 𝐑𝐨𝐜𝐤 𝐅𝐞𝐬𝐭. Preventa disponible hasta el 30 de enero.  🎟️ 𝐀𝐃𝐐𝐔𝐈𝐄𝐑𝐄 𝐓𝐔𝐒 𝐁𝐎𝐋𝐄𝐓𝐎𝐒 https://expoferiamushucruna.com/mushuc-rock-fest/,https://www.facebook.com/1675458624581662/posts/1473323454795181
105221087662733_1473288334798693,Carnavales Mushuc Runa,105221087662733,2026-01-20T09:16:03-05:00,2026-01-20,carnaval-2026,conversion,added_video,59,51,2,6,artistas-musica|precio-entradas,True,False,False,False,False,243,"el rock no se mira, se vive frente al escenario. malón llega al mushucrockfest. adquiere tus boletos carnavalesmushucruna ambatoecuador 6taexpoferiamushucruna riobamba mushucruna","El rock no se mira, se vive frente al escenario. 𝐌𝐚𝐥𝐨́𝐧 𝐥𝐥𝐞𝐠𝐚 𝐚𝐥 #𝐌𝐮𝐬𝐡𝐮𝐜𝐑𝐨𝐜𝐤𝐅𝐞𝐬𝐭. 🤘🎸   🎟️𝐀𝐃𝐐𝐔𝐈𝐄𝐑𝐄 𝐓𝐔𝐒 𝐁𝐎𝐋𝐄𝐓𝐎𝐒 https://expoferiamushucruna.com/mushuc-rock-fest/  #carnavalesmushucruna #ambatoecuador #6taExpoferiaMushucRuna #Riobamba #MushucRuna",https://www.facebook.com/reel/867473966202471/
